tanggal,Ayam Boiler,Ayam Kampung,Bawang Merah (Medium),Bawang Putih Impor Honan,Bawang Putih Impor Kating,Beras Medium,Cabai Merah Besar,Cabai Merah Kriting,Cabai Rawit Hijau,Cabai Rawit Merah,Daging Sapi Impor Beku,Daging Sapi Lokal Daging Has Luar (Sirloin),Daging Sapi Lokal Daging Sandung Lamur (Brisket),Daging Sapi Lokal Daging Tetelan,Daging Sapi Lokal Has Dalam,Daging Sapi Lokal Paha Belakang,Garam Beryodium Bata,Garam Beryodium Halus,Gula Pasir,Ikan Kembung,Ikan Teri Asin,Indomie Rasa Kari Ayam,Jagung Pipilan Kecil,Kacang Hijau,Kacang Kedelai Eks Impor,Kacang Kedelai Lokal,Kacang Tanah,Ketela Pohon,Minyak Goreng Bimoli Botol,Minyak Goreng Curah,Susu Bubuk Kaleng Merk Bendera,Susu Bubuk Kaleng Merk Indomilk,Susu Kental Manis Kaleng Merk Bendera,Susu Kental Manis Kaleng Merk Indomilk,Telur Ayam Kampung,Telur Ayam Ras,Tepung Terigu Segitiga Biru
2018-01-02,39740,55075,26800,25000,28560,11340,37260,37140,34800,56240,120000,118333,89167,70833,143333,117660,3220,11260,13740,36660,109400,2740,16833,22340,12300,3333,25500,5060,14040,12388,43667,42000,12340,10300,2100,26150,10160
2018-01-03,38940,55075,27800,25000,30260,11440,37260,38640,35300,58240,120000,117500,89167,75000,141667,117660,3320,10660,13840,35660,108400,2740,16833,22540,12300,3333,25700,5060,14240,12450,43667,42000,12240,10400,2150,26200,10360
2018-01-04,37440,53825,28400,27500,28660,11490,39260,39340,41400,61140,120000,118333,95000,80000,146667,117660,3000,13060,13390,35860,106000,2740,16833,22540,12050,3333,25600,5060,14240,12575,43667,42000,11940,10600,2100,26300,9860
2018-01-05,36940,78825,27900,27500,28960,11740,40260,42340,40400,57340,120000,120000,102500,76667,146667,119660,3100,11260,13640,35360,102000,2800,15167,23200,12800,3333,25700,4960,14040,12200,43667,42000,11940,10300,2120,26450,9610
2018-01-08,36940,77575,27900,27500,28960,11740,40260,42340,40400,57340,120000,120000,102500,76667,146667,119660,3120,11460,13640,35360,102000,2400,15167,23200,12800,3333,25700,4960,13440,12200,43667,42000,11940,10300,2120,26450,9610
2018-01-09,37300,82100,28100,28500,28340,11480,39340,38600,38440,54340,120000,116667,95000,81667,143333,117660,3520,12300,13540,36660,105200,2320,15167,23340,12175,3667,26300,4900,13400,12625,44167,42500,11960,10440,2110,26260,9840
2018-01-10,36260,84000,28040,28500,27140,11620,40040,42860,35540,48660,120000,120000,98333,65833,143333,118660,3720,12660,13600,37660,100660,2360,15167,23340,12375,3667,25600,4800,13640,12300,44167,42400,12060,10300,2160,26000,9900
2018-01-11,38260,79250,27340,28500,27940,11620,42340,46860,37040,53660,120000,120000,101667,70000,143333,119660,3920,11460,13600,37660,101660,2360,15500,22940,12500,3667,25500,4800,13340,12363,44167,42400,11660,10300,2110,25900,10000
2018-01-12,36260,88000,25640,26000,27440,11520,41040,44360,38340,49160,120000,120000,96667,73333,142500,119660,3720,11360,13700,37660,100960,2360,15500,22240,12000,3667,25700,4800,13440,12300,44167,42400,11610,10300,2160,25700,9900
2018-01-15,37460,85767,27600,25500,28960,12240,41040,44140,42400,56740,120000,121667,101667,70000,148333,119660,3780,13100,14040,37800,107660,2400,15567,22660,12050,3667,25360,4740,13510,12625,44667,43067,12060,10700,2040,25760,10040
2018-01-16,37140,81233,25940,27500,28840,12260,41360,44860,38200,54260,120000,121667,98333,80000,148333,119660,3220,10900,13860,36660,105940,2380,15100,22740,12050,4000,25100,4800,13490,12500,44100,42433,12460,10700,1980,25400,10040
2018-01-17,37540,79675,24140,22500,27340,11710,40860,42860,42200,53260,120000,120000,90000,90000,146667,119660,3420,11100,13560,35660,103940,2380,15100,21740,11675,4000,24700,4800,13490,12500,44100,42433,12760,10700,2020,24900,9440
2018-01-18,37240,74250,25940,22500,28200,10663,46040,48200,42760,53760,70000,121667,93333,83333,131667,119660,3510,11960,13540,38860,108040,2400,15500,23040,12550,11000,24700,4800,13560,12613,43667,42433,11790,10140,2100,24000,10240
2018-01-19,38140,80667,26360,27500,28600,10925,45540,42000,43440,54800,70000,116667,91667,70000,148333,117660,3360,10600,13660,36660,108800,2380,15500,21800,12050,11500,24700,4740,13410,12300,44100,42567,12460,10140,2090,23960,9800
2018-01-22,37940,80075,26240,22500,28340,11038,46000,45840,41600,51160,85000,120000,96667,66667,150000,119660,3760,13260,13750,38300,111000,2380,15333,22800,13175,12000,25560,4800,13500,12875,44100,42567,11940,10340,2060,23800,10140
2018-01-23,36440,80075,26240,25000,30440,10975,49000,47340,45600,50660,85000,123333,100000,78333,145000,119660,4100,11760,14000,39000,109000,2380,15333,22400,13800,12000,26260,4800,13500,12500,44100,42567,11940,10440,2110,23800,10790
2018-01-24,37040,80075,23240,22500,26840,11100,48000,44140,47100,48660,85000,120000,105000,63333,148333,119660,3760,10760,13900,37800,108000,2380,15333,21400,12175,12000,24860,4800,13400,12500,44100,42567,11840,10140,2160,23600,9940
2018-01-25,37940,80333,23940,24500,27560,11113,46040,44460,47040,48340,87500,118333,87667,72667,144167,117660,4060,10860,13590,37800,110000,2400,15433,21800,12500,10850,24660,4740,13610,12575,43667,42433,11900,10160,2120,23460,10190
2018-01-26,37740,80567,24160,22500,26340,10925,46460,41900,47300,46140,90000,116667,91667,65000,143333,119000,3320,11040,13740,37860,107000,2380,16000,21540,12000,10667,23500,5000,13290,12375,43767,42000,11800,10200,2160,22940,9940
2018-01-29,38740,82925,23760,23500,28140,10988,46660,43500,45000,47840,90000,118333,90167,79333,143333,120000,3720,11140,13840,38860,108000,2380,16000,21740,12625,10667,23800,5100,13640,12563,43767,42000,11750,10200,2130,22840,10040
2018-01-30,38540,82925,23760,23500,27460,10988,46740,43840,44460,46960,89150,118333,90167,79333,143333,120000,4200,11400,13940,38660,98260,2400,15900,22060,12550,10667,24000,4960,13560,12488,44567,42833,11710,10140,2170,22960,10000
2018-01-31,38540,74750,24760,26000,26760,10988,46040,42960,45500,47500,89150,118333,89333,71000,143333,121000,3700,10460,14040,38840,107160,2400,15900,21640,12000,10433,23900,4860,13540,12575,43667,42433,11750,10160,2120,22860,10300
2018-02-01,36900,81100,23700,25000,26400,10863,47500,43000,46400,46160,89150,118333,95000,71667,145833,120000,3580,10060,13940,37540,105000,2380,16100,21440,12000,10767,24340,5000,13340,12550,44333,42500,11800,10060,2150,23050,9860
2018-02-02,36900,82767,23700,25000,26400,10863,47500,43000,46800,46160,89150,118333,95000,75000,142500,119000,3580,10060,14140,37540,105000,2380,16100,21440,12000,10767,24340,5000,13340,12550,44333,42500,11800,10060,2150,23050,9860
2018-02-05,36840,82767,22560,25000,26200,10890,45500,42060,44340,46500,90000,120000,95000,75000,142500,120000,4000,9940,13860,39000,104340,2400,15900,21560,11925,10767,24400,4860,13200,12550,44233,42267,11760,9960,2170,22550,9740
2018-02-06,36040,81100,23560,25000,27000,11170,44840,41860,42640,44300,88350,118333,95000,76667,145000,119000,3620,9240,14200,38640,104160,2400,15767,22000,12175,11233,24600,4940,13460,12500,44100,42567,11760,10140,2210,22640,9960
2018-02-07,37900,82300,24600,26000,26700,11040,47000,43000,41300,45260,89150,117500,87667,67667,145000,119500,3900,12860,14140,39160,111000,2380,15900,22540,12250,11000,24640,5000,13540,12675,44333,42500,11900,10340,2260,22500,10060
2018-02-08,35140,84175,27800,27500,30060,11000,51340,44660,42140,46740,89150,120000,101667,73333,145000,121340,3680,11300,13640,37840,111000,2380,15900,22440,13000,11233,25600,5160,13310,12250,44000,41933,12000,10060,2360,22800,10350
2018-02-09,35900,84433,27200,25000,31540,11380,51340,44300,39660,46460,75000,120000,91667,63333,143333,120000,4420,9940,14000,40000,106340,2380,15767,22300,11925,11233,24300,4940,13160,12050,44233,42267,11810,10060,2200,22340,9940
2018-02-12,37200,82500,27740,27500,30700,11270,46400,41360,41140,46940,88350,123333,91667,60000,148333,121000,3620,10640,13950,39840,110000,2400,15767,22900,13550,11567,25100,5140,13460,12450,44100,42567,12460,10140,2200,22760,9760
2018-02-13,36460,78325,28540,27500,32140,11180,47000,45600,41340,48060,89150,120000,90000,77500,145000,119000,4260,10500,13640,40160,104660,2400,15900,23000,12300,11233,24940,5000,13410,12363,44567,42833,12460,10140,2250,22500,9500
2018-02-14,37060,82075,29240,27500,33940,11620,50000,45300,42540,52560,89150,120000,96667,65000,145833,120000,4360,10400,14140,39660,105660,2400,15900,22700,11925,11233,24140,5700,13360,12425,44567,42833,12460,10140,2250,23400,9800
2018-02-15,37460,84433,32260,27500,35740,11540,53200,47700,45200,51940,89150,118333,89333,76000,143333,120000,3740,10260,14140,39660,112000,2380,15900,23140,12125,11333,24900,5200,13640,12550,44333,42500,12100,10140,2240,23340,10100
2018-02-19,38460,84433,29360,30000,35240,11640,49700,44700,41700,53940,89150,121667,101667,66667,148333,120000,3680,11260,14140,39660,108000,2380,15900,23040,12250,11333,24400,5600,13440,12363,44333,42500,12500,10140,2210,23440,9800
2018-02-20,34260,82767,27560,27500,35240,10940,54700,41700,36700,56940,109150,121667,101667,70000,145000,120000,3780,11860,14140,39660,112000,2380,15900,23040,12250,11000,24400,5600,13240,12363,44333,42500,12500,10140,2190,23040,9800
2018-02-21,34960,77075,28540,27500,37500,10925,54000,45500,39140,57660,107500,121667,100000,70000,144167,121000,3865,10650,13740,39460,110410,2360,15900,21900,11488,10900,24840,5050,13000,12300,44567,42833,12110,10140,2310,22900,10080
2018-02-22,35060,75825,30640,32500,43300,12425,49000,44000,39140,59060,87500,120000,96667,71667,146667,120000,4260,10900,13740,39160,101960,2360,15900,22000,12175,10900,24140,5100,13388,12300,44567,42833,12660,10140,2370,23100,9940
2018-02-23,34260,83667,29900,35000,43860,11263,49000,43040,40000,59840,83350,118333,95833,63333,146667,119500,3860,9460,13700,37960,103500,2280,15767,21060,11675,10433,23660,5300,13125,12450,44100,41733,12040,10140,2400,23000,9860
2018-02-26,33760,81450,30640,37500,42400,11525,53760,45460,41500,58800,75750,117500,81667,56667,145500,118500,4060,13100,13640,40660,107160,2360,15900,21200,12175,10900,25140,5200,13000,12550,44567,42833,12660,10140,2400,23000,9940
2018-02-27,34560,84433,33340,35000,41700,11900,54260,45860,41000,58800,73250,123333,93333,73333,146667,120000,3960,10300,13740,39660,101460,2360,15900,22100,12175,10900,23440,5000,13388,12425,44567,42833,12660,10140,2320,22900,9940
2018-02-28,33560,83950,34740,40000,44200,11113,53540,48500,42840,59500,90000,120000,85000,63333,151667,121000,4300,11940,13340,38660,111000,2340,15900,21340,13250,11000,24900,5200,10740,12425,44567,42833,12900,10200,2430,22960,10200
2018-03-01,37760,66160,30740,32500,40600,11675,52040,47500,43340,58000,90000,118333,91000,79333,143333,120000,3980,11140,13840,40160,106000,2340,15900,22740,12375,11000,24200,4600,13613,12550,44567,42833,12300,10200,2340,22860,10100
2018-03-02,35560,85825,32240,35000,41600,11075,49540,46000,39340,57000,90000,121667,92667,72667,146667,123000,4080,11040,13940,38660,107000,2340,15900,22840,12875,11000,24400,4900,13425,12175,43233,41500,12300,10200,2340,23360,10300
2018-03-05,36400,87767,34900,35000,41500,10825,49660,45500,37400,58300,90000,116667,83333,53333,146667,119000,4000,11160,13450,38860,111600,2360,15567,22600,13750,10767,25000,5160,13075,12325,44333,42500,12360,10240,2530,23160,9900
2018-03-06,36600,87767,30100,32500,39500,10660,49660,45800,39400,63400,90000,125000,76667,66667,145833,122000,4100,10160,13400,37860,110600,2360,15567,22100,12000,11433,23500,5160,13513,12100,44333,42500,12260,10140,2470,22060,9800
2018-03-07,36200,86100,31900,35000,40300,10760,49660,46000,40400,65800,90000,125000,85000,64167,148333,122000,3900,11160,13600,38460,110600,2360,15567,22500,12000,11433,24500,5060,13450,12700,44333,42500,12460,10140,2420,22160,9900
2018-03-08,34400,81675,32500,35000,40140,11310,50160,46700,41340,67660,87500,120000,100000,66667,147500,123000,4110,10340,13840,40160,105340,2380,15567,23800,11750,11333,25000,5340,13500,12625,44000,42100,12300,10140,2490,22350,10040
2018-03-09,38700,83900,34200,45000,39740,10760,52160,46200,39240,67660,87500,120000,100000,60000,143333,120000,4640,11340,13690,42660,117840,2380,15567,22400,12500,11333,25200,5140,12875,12938,42667,40767,11900,9640,2520,23200,10340
2018-03-12,36340,80425,32800,35000,37300,11160,53400,49160,38800,69840,85000,120000,100000,71667,146667,122000,4020,10860,13400,37960,101300,2320,15567,22660,11675,10767,25260,5300,13375,12450,44333,41733,12240,10140,2370,22600,9760
2018-03-13,37140,79900,35700,31500,37700,10960,56000,51060,39200,71940,85000,123333,93333,74000,146667,122000,4500,11860,13500,41460,111000,2320,15567,22260,12550,10767,24360,5000,12938,12450,43000,40400,12640,10640,2520,22400,10360
2018-03-14,35540,85567,34500,34000,37900,11160,52900,52460,39200,73340,85000,116667,85000,55000,143333,120500,3900,9460,13500,39460,107000,2320,15567,21960,12050,10767,24060,5000,13500,12325,44333,41733,12440,10040,2380,22100,9860
2018-03-15,37940,79800,34000,40000,40700,10860,56400,52860,37700,71340,95000,117500,100000,61667,145000,120500,4080,11860,13500,39960,111000,2300,15567,21760,11300,10767,24260,5000,13625,12700,44333,41733,11940,10540,2420,22500,9960
2018-03-16,40040,80550,35100,31500,42400,10760,58000,52560,38200,70340,95000,123333,101667,76667,151667,123000,4500,12360,13500,41460,116000,2320,15567,22460,13175,10767,25160,4900,13625,12575,43000,40400,12240,10740,2520,22500,10660
2018-03-19,39660,82825,34400,31500,40340,10820,58000,55200,38060,67200,96650,121667,100833,69167,148333,120660,4540,11500,13540,42160,111660,2360,15667,22600,12550,11233,24140,4800,13575,12550,43233,41500,12260,10740,2580,22640,10260
2018-03-20,36960,85825,32400,42500,44340,10820,56400,52600,38060,62200,86650,120000,100000,68333,148333,120660,4560,12300,13640,38660,103660,2360,15667,23200,13300,11233,25340,5200,13450,12425,43233,41500,11960,10740,2380,22540,10010
2018-03-21,38060,86100,33300,37500,47340,10770,55900,52500,37060,61200,86650,118333,81667,70000,142500,120660,3880,10100,13340,36660,115660,2360,15667,21900,11675,10233,23540,4700,13638,12550,44567,42833,12060,10240,2460,21840,9860
2018-03-22,38400,86100,35860,37500,48340,10730,57100,50900,36560,59200,85850,120000,86667,66667,145000,120660,3980,11700,13300,38360,117340,2420,15567,21800,12175,10233,24500,4940,13638,12640,44433,42600,12060,10340,2380,21400,10160
2018-03-23,40500,77075,38060,33500,45140,10730,59000,53000,39560,62600,85850,120000,100000,65000,146667,121660,3960,10800,13300,41660,102440,2420,15567,22400,12425,10233,25000,4940,13450,12890,44433,42600,12260,10790,2490,21600,10760
2018-03-26,38460,87767,33900,42500,47900,10770,53900,45360,38060,52700,86650,120000,93333,76667,146667,120660,4160,12200,13490,39340,104660,2420,15667,23100,13675,10233,25840,5200,13450,12690,43233,41500,11860,10790,2330,21540,9960
2018-03-27,37860,88750,34740,37500,50000,10880,55060,46660,39560,55940,87500,120000,100000,71667,146667,120660,4220,10640,13410,36600,108900,2420,15333,21740,12175,10900,26540,4840,13450,12760,44067,42167,11850,10350,2490,21740,10140
2018-03-28,37760,82075,36200,33500,46240,10940,56040,47860,39500,53900,89150,116667,85000,70000,143333,120660,3880,12840,13490,38540,114500,2420,15667,22440,10400,11333,25800,5000,13050,12740,44567,42833,12100,10400,2500,21610,10340
2018-03-29,34260,82767,34740,33940,44200,10940,54700,47700,39140,53940,89150,121667,101667,70000,145000,120000,3780,11860,13340,38660,112000,2380,15900,22100,12250,11000,24900,5000,13240,12363,44333,42500,12500,10140,2430,22640,9800
2018-04-02,39340,82233,36040,38500,47740,11240,55000,49160,39060,57000,84150,123333,98333,70000,155000,120660,3910,11360,13190,40340,106340,2400,15567,21760,11750,11100,25500,4940,13613,12840,44333,42067,12240,10840,2320,22300,10240
2018-04-03,36440,85825,34340,35000,44400,11680,53600,46660,38000,50900,85850,120000,100000,66667,148333,120660,4060,11800,13500,37540,104340,2420,15567,23200,13175,11233,26100,5340,13325,12540,44333,42600,11860,10340,2300,22300,10260
2018-04-04,37040,87075,36340,37500,46400,10940,55500,49160,42340,52000,86650,117500,85000,60000,148333,121160,4440,12560,13140,36700,105140,2400,15567,22160,13250,10433,25900,5340,13050,12740,44333,42400,11790,10440,2400,22200,10040
2018-04-05,37540,87100,35840,37500,44400,11480,59800,50160,40260,51340,88350,116667,96667,60000,150000,120660,3940,10600,13400,36540,114340,2420,15567,21900,9440,10567,25500,4940,13075,12740,44333,42600,11960,10340,2360,21940,10140
2018-04-06,37200,63667,35840,37500,49740,11780,61000,49840,39340,54000,89150,118333,98333,73333,148333,320660,11240,10940,12860,37340,116340,2400,15433,22240,11800,10567,25840,4940,13060,12700,44000,42233,11800,10300,2340,21740,10040
2018-04-09,37500,67750,35940,37500,48740,11580,61500,48740,39840,53500,89150,115833,96667,56667,146667,319160,8040,8940,12760,37840,114340,2400,15433,22240,12175,10567,25840,4940,13060,12900,44000,42233,11800,10600,2330,21940,10240
2018-04-10,37300,86667,35640,37500,47040,10880,59000,47840,41340,52500,89150,116667,77500,63333,145833,119660,3960,10140,12710,38340,113340,2400,15433,21740,12050,10567,24740,5340,13010,12700,44000,42233,11900,10400,2280,22140,10140
2018-04-11,38300,80825,35240,35000,45200,11480,67660,48300,39540,50640,74750,116667,85000,70000,146667,119660,3680,13460,12910,37700,115340,2420,15000,23060,12550,10733,25800,5400,13340,12640,43933,42267,11860,10440,2260,22460,10000
2018-04-12,37200,74575,35140,37500,44200,11680,61660,44300,39840,44140,74750,123333,83333,68333,150000,119660,3760,10060,12710,39200,115040,2420,15000,22460,12925,11400,26000,5400,13240,12640,43933,42267,11860,10640,2260,22760,10300
2018-04-13,36700,75825,34440,37500,44400,11290,64540,44960,39340,44800,87500,120000,81667,65833,151667,119660,3860,10660,12860,36600,117500,2410,15000,21660,11800,11400,24700,5400,13240,12540,43933,42267,11860,10640,2240,22740,10100
2018-04-16,37100,80825,33540,35000,40900,11190,56000,41400,37840,47300,84150,120000,100000,70000,146667,119660,3920,10460,12940,37200,102840,2400,15433,23060,13000,11100,25700,5340,13090,12590,44333,42400,11860,10340,2240,22700,9860
2018-04-17,36500,86100,34140,35000,42400,11100,61800,43800,38840,45160,85000,120000,85000,65000,145000,119660,4000,10960,12760,37200,111000,2420,15000,22460,12425,11400,25000,5400,13240,12540,43933,42267,11660,10340,2310,22740,10100
2018-04-18,37700,86100,34140,33500,42400,11110,61800,43800,38340,44660,87500,82000,81667,65000,143333,117160,3760,11360,12660,37200,116000,2420,15000,21660,11675,10733,25100,5400,13040,12540,43933,42267,11860,10290,2240,22940,9900
2018-04-19,37500,85200,35640,35000,42400,10840,64540,45960,36340,46300,87500,125000,85000,63333,148333,121660,3900,12260,12960,36600,118000,2420,14500,22860,13675,10733,25700,5400,13540,12440,43933,42267,11660,10440,2330,23360,10300
2018-04-20,37200,83325,35740,35000,41600,10740,65540,44660,36540,45500,87500,118333,83333,70833,144167,118160,3800,12760,12710,36200,118000,2420,14500,22460,12550,10400,24900,5400,13340,12540,43933,42267,11760,10440,2140,23060,10100
